0007	01 A-1	0320007013	2020-03-01
0007	01 A-1	0220007013	2020-02-01
0007	01 A-1	0120007013	2020-01-01
0007	01 A-1	1219007013	2019-12-01
0007	01 A-1	1119007013	2019-11-01
0007	01 A-1	1019007013	2019-10-01
0007	01 A-1	0919007013	2019-09-01
0007	01 A-1	0819007013	2019-08-01
0007	01 A-1	0719007013	2019-07-01
0007	01 A-1	0619007013	2019-06-01
0007	01 A-1	0519007013	2019-05-01
0007	01 A-1	0419007013	2019-04-01
0007	01 A-1	0319007013	2019-03-01
0007	01 A-1	0219007013	2019-02-01
0007	01 A-1	0119007013	2019-01-01
0007	01 A-1	1218007013	2018-12-01
0007	01 A-1	1118007013	2018-11-01
0007	01 A-1	1018007013	2018-10-01
0007	01 A-1	0918007013	2018-09-01
0007	01 A-1	0818007013	2018-08-01
0007	01 A-1	0718007013	2018-07-01
0007	01 A-2	0320007014	2020-03-01
0007	01 A-2	0220007014	2020-02-01
0007	01 A-2	0120007014	2020-01-01
0007	01 A-2	1219007014	2019-12-01
0007	01 A-2	1119007014	2019-11-01
0007	01 A-2	1019007014	2019-10-01
0007	01 A-2	0919007014	2019-09-01
0007	01 A-2	0819007014	2019-08-01
0007	01 A-2	0719007014	2019-07-01
0007	01 A-2	0619007014	2019-06-01
0007	01 A-2	0519007014	2019-05-01
0007	01 A-2	0419007014	2019-04-01
0007	01 A-2	0319007014	2019-03-01
0007	01 A-2	0219007014	2019-02-01
0007	01 A-2	0119007014	2019-01-01
0007	01 A-2	1218007014	2018-12-01
0007	01 A-2	1118007014	2018-11-01
0007	01 A-2	1018007014	2018-10-01
0007	01 A-2	0918007014	2018-09-01
0007	01 A-2	0818007014	2018-08-01
0007	01 A-2	0718007014	2018-07-01
0007	01 B-1	0320007015	2020-03-01
0007	01 B-1	0220007015	2020-02-01
0007	01 B-1	0120007015	2020-01-01
0007	01 B-1	1219007015	2019-12-01
0007	01 B-1	1119007015	2019-11-01
0007	01 B-1	1019007015	2019-10-01
0007	01 B-1	0919007015	2019-09-01
0007	01 B-1	0819007015	2019-08-01
0007	01 B-1	0719007015	2019-07-01
0007	01 B-1	0619007015	2019-06-01
0007	01 B-1	0519007015	2019-05-01
0007	01 B-1	0419007015	2019-04-01
0007	01 B-1	0319007015	2019-03-01
0007	01 B-1	0219007015	2019-02-01
0007	01 B-1	0119007015	2019-01-01
0007	01 B-1	1218007015	2018-12-01
0007	01 B-1	1118007015	2018-11-01
0007	01 B-1	1018007015	2018-10-01
0007	01 B-1	0918007015	2018-09-01
0007	01 B-1	0818007015	2018-08-01
0007	01 B-1	0718007015	2018-07-01
0007	01 B-2	0320007016	2020-03-01
0007	01 B-2	0220007016	2020-02-01
0007	01 B-2	0120007016	2020-01-01
0007	01 B-2	1219007016	2019-12-01
0007	01 B-2	1119007016	2019-11-01
0007	01 B-2	1019007016	2019-10-01
0007	01 B-2	0919007016	2019-09-01
0007	01 B-2	0819007016	2019-08-01
0007	01 B-2	0719007016	2019-07-01
0007	01 B-2	0619007016	2019-06-01
0007	01 B-2	0519007016	2019-05-01
0007	01 B-2	0419007016	2019-04-01
0007	01 B-2	0319007016	2019-03-01
0007	01 B-2	0219007016	2019-02-01
0007	01 B-2	0119007016	2019-01-01
0007	01 B-2	1218007016	2018-12-01
0007	01 B-2	1118007016	2018-11-01
0007	01 B-2	1018007016	2018-10-01
0007	01 B-2	0918007016	2018-09-01
0007	01 B-2	0818007016	2018-08-01
0007	01 B-2	0718007016	2018-07-01
0007	02	0320007017	2020-03-01
0007	02	0220007017	2020-02-01
0007	02	0120007017	2020-01-01
0007	02	1219007017	2019-12-01
0007	02	1119007017	2019-11-01
0007	02	1019007017	2019-10-01
0007	02	0919007017	2019-09-01
0007	02	0819007017	2019-08-01
0007	02	0719007017	2019-07-01
0007	02	0619007017	2019-06-01
0007	02	0519007017	2019-05-01
0007	02	0419007017	2019-04-01
0007	02	0319007017	2019-03-01
0007	02	0219007017	2019-02-01
0007	02	0119007017	2019-01-01
0007	02	1218007017	2018-12-01
0007	02	1118007017	2018-11-01
0007	02	1018007017	2018-10-01
0007	02	0918007017	2018-09-01
0007	02	0818007017	2018-08-01
0007	02	0718007017	2018-07-01
0007	03	0320007021	2020-03-01
0007	03	0220007021	2020-02-01
0007	03	0120007021	2020-01-01
0007	03	1219007021	2019-12-01
0007	03	1119007021	2019-11-01
0007	03	1019007021	2019-10-01
0007	03	0919007021	2019-09-01
0007	03	0819007021	2019-08-01
0007	03	0719007021	2019-07-01
0007	03	0619007021	2019-06-01
0007	03	0519007021	2019-05-01
0007	03	0419007021	2019-04-01
0007	03	0319007021	2019-03-01
0007	03	0219007021	2019-02-01
0007	03	0119007021	2019-01-01
0007	03	1218007021	2018-12-01
0007	03	1118007021	2018-11-01
0007	03	1018007021	2018-10-01
0007	03	0918007021	2018-09-01
0007	03	0818007021	2018-08-01
0007	03	0718007021	2018-07-01
0007	04 A-1	0320007025	2020-03-01
0007	04 A-1	0220007025	2020-02-01
0007	04 A-1	0120007025	2020-01-01
0007	04 A-1	1219007025	2019-12-01
0007	04 A-1	1119007025	2019-11-01
0007	04 A-1	1019007025	2019-10-01
0007	04 A-1	0919007025	2019-09-01
0007	04 A-1	0819007025	2019-08-01
0007	04 A-1	0719007025	2019-07-01
0007	04 A-1	0619007025	2019-06-01
0007	04 A-1	0519007025	2019-05-01
0007	04 A-1	0419007025	2019-04-01
0007	04 A-1	0319007025	2019-03-01
0007	04 A-1	0219007025	2019-02-01
0007	04 A-1	0119007025	2019-01-01
0007	04 A-1	1218007025	2018-12-01
0007	04 A-1	1118007025	2018-11-01
0007	04 A-1	1018007025	2018-10-01
0007	04 A-1	0918007025	2018-09-01
0007	04 A-1	0818007025	2018-08-01
0007	04 A-1	0718007025	2018-07-01
0007	04 A-2	0320007026	2020-03-01
0007	04 A-2	0220007026	2020-02-01
0007	04 A-2	0120007026	2020-01-01
0007	04 A-2	1219007026	2019-12-01
0007	04 A-2	1119007026	2019-11-01
0007	04 A-2	1019007026	2019-10-01
0007	04 A-2	0919007026	2019-09-01
0007	04 A-2	0819007026	2019-08-01
0007	04 A-2	0719007026	2019-07-01
0007	04 A-2	0619007026	2019-06-01
0007	04 A-2	0519007026	2019-05-01
0007	04 A-2	0419007026	2019-04-01
0007	04 A-2	0319007026	2019-03-01
0007	04 A-2	0219007026	2019-02-01
0007	04 A-2	0119007026	2019-01-01
0007	04 A-2	1218007026	2018-12-01
0007	04 A-2	1118007026	2018-11-01
0007	04 A-2	1018007026	2018-10-01
0007	04 A-2	0918007026	2018-09-01
0007	04 A-2	0818007026	2018-08-01
0007	04 A-2	0718007026	2018-07-01
0007	04 B-1	0320007027	2020-03-01
0007	04 B-1	0220007027	2020-02-01
0007	04 B-1	0120007027	2020-01-01
0007	04 B-1	1219007027	2019-12-01
0007	04 B-1	1119007027	2019-11-01
0007	04 B-1	1019007027	2019-10-01
0007	04 B-1	0919007027	2019-09-01
